seed,crate,solo,closest_pinch_m,fine_kernel,peak_lift_m,held_lift_m,in_pinch_frac,fell,run,arm,crew,iteration,vision
3,1,0,0.08169340247731598,0.40797482587592004,0.014401477809229596,0.0016830352831935513,0.965,0,2026-08-20_03-40-55_coop-cube-pickfirst-s0,03-40-55_coop-cube-pickfirst-s0,4,3999,0
4,0,0,0.06558023964081236,0.5021060578235277,0.03513528250735573,0.028995530156278065,0.965,0,2026-08-20_03-40-55_coop-cube-pickfirst-s0,03-40-55_coop-cube-pickfirst-s0,4,3999,0
4,1,0,0.10863899335377139,0.2811191981717791,0.020891573152596155,-0.00016972382278304665,0.36,1,2026-08-20_03-40-55_coop-cube-pickfirst-s0,03-40-55_coop-cube-pickfirst-s0,4,3999,0
5,0,0,0.07186680024909717,0.46374075364578105,0.016186492421185666,0.010659629457046127,0.965,0,2026-08-20_03-40-55_coop-cube-pickfirst-s0,03-40-55_coop-cube-pickfirst-s0,4,3999,0
5,1,0,0.10230908272443599,0.3075873246800671,0.023578031965954538,0.0030644728387125564,0.21,1,2026-08-20_03-40-55_coop-cube-pickfirst-s0,03-40-55_coop-cube-pickfirst-s0,4,3999,0
6,0,0,0.11545673006919238,0.2547703599876717,0.030690016988452556,0.0023136210744984786,0.225,1,2026-08-20_03-40-55_coop-cube-pickfirst-s0,03-40-55_coop-cube-pickfirst-s0,4,3999,0
6,1,0,0.12770421125263887,0.21273329224461568,0.042629813460765664,-6.94343328287439e-05,0.2,1,2026-08-20_03-40-55_coop-cube-pickfirst-s0,03-40-55_coop-cube-pickfirst-s0,4,3999,0
7,0,0,0.07618786351003981,0.43858376033984814,0.008268459579039211,0.0036850328921538833,0.965,0,2026-08-20_03-40-55_coop-cube-pickfirst-s0,03-40-55_coop-cube-pickfirst-s0,4,3999,0
7,1,0,0.07066499128681336,0.4709140390162424,0.0066269512435946365,0.0021481632640774073,0.965,0,2026-08-20_03-40-55_coop-cube-pickfirst-s0,03-40-55_coop-cube-pickfirst-s0,4,3999,0
0,0,0,0.10817427521225133,0.28299571827246517,0.0004544145407976985,-0.00017712792893864737,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,2,3999,0
1,0,0,0.052218737103275445,0.5903786522657286,0.0032562360869972384,-0.0014163339730591806,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,2,3999,0
2,0,0,0.1097111583613082,0.27682952092028423,0.001458874732558596,-0.0001754002655881548,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,2,3999,0
3,0,0,0.09659851533962208,0.3331840980598154,0.0031368653099147215,-0.00015204081510089562,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,2,3999,0
4,0,0,0.050194371235720875,0.6045141422834694,0.00557365325277015,-0.0014827335105752903,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,2,3999,0
5,0,0,0.09727263522454671,0.3300759661954169,0.00849807436414493,-0.00018092190433366406,0.955,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,2,3999,0
6,0,0,0.1024984855482162,0.30676658547898505,0.00898917568070573,-0.00015988973663744188,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,2,3999,0
7,0,0,0.05145716059971562,0.5956739458290449,0.01110937409681817,-0.0013527361611115063,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,2,3999,0
0,0,0,0.10817451738648524,0.28299473766024064,0.00045394002058499194,-0.00017712139537048865,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
0,1,1,0.40081752129426207,0.0025076744608054646,0.0014059734244265543,-0.00018412351751800893,0.0,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
1,0,0,0.052233020760500265,0.5902795987007974,0.0032582143897571803,-0.0014154132576457978,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
1,1,1,0.4166221213313568,0.0019275238707798792,0.0,-0.0001841235175181477,0.0,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
2,0,0,0.1097120586436234,0.2768259421340039,0.0014603393844053736,-0.0001753638481831188,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
2,1,1,0.4037564568349978,0.002387945786285539,0.0,-0.0001841235175181477,0.0,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
3,0,0,0.09633386477584793,0.3344106951239765,0.0030847895661682556,-0.0001491201806357867,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
3,1,1,0.3918268451335068,0.002912459024074554,0.0002845629265867955,-0.00018412351751820322,0.0,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
4,0,0,0.050195329817747186,0.6045074035455158,0.005574076422747071,-0.001484939253106804,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
4,1,1,0.3053448420659077,0.012251850572135181,0.0005330288775090009,-0.001611915581232165,0.0,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
5,0,0,0.09727290073434217,0.33007474661827274,0.008498134515146333,-0.00018092207174549846,0.955,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
5,1,1,0.3900144689490797,0.0030016416696004855,0.0018086273021385713,-0.00018412351751836975,0.0,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
6,0,0,0.10250273183801412,0.30674820560144955,0.008988281833599704,-0.00015988286781179473,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
6,1,1,0.4031601276471547,0.002411768719266849,0.003575323030996086,-0.00018412351751792566,0.0,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
7,0,0,0.05144789536151466,0.5957385358549168,0.011112556027650933,-0.0013532699171340257,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
7,1,1,0.3856702617978615,0.0032266683229287274,0.0028208635714900288,-0.00018412351751836975,0.0,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,3,3999,0
0,0,0,0.10817449262586593,0.28299483792084257,0.00045391160629545957,-0.00017712054422278078,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
