seed,crate,solo,closest_pinch_m,fine_kernel,peak_lift_m,held_lift_m,in_pinch_frac,fell,run,arm,crew,iteration,vision
7,1,1,0.23873315893047467,0.036725921895595204,0.05815213236762076,0.053243841727580565,0.0,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,3,3999,0
0,0,0,0.07715005176624862,0.4331175019061616,0.05443787126021429,0.04179605353375418,0.745,1,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
0,1,0,0.07915575349833323,0.4218820214457718,0.04925322913181271,0.04587478762701469,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
1,0,0,0.08314775756033586,0.4001595124169869,0.04969327508476634,0.04739486305413776,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
1,1,0,0.06916909489137088,0.4799493901116664,0.018495055454690962,0.01107927439801526,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
2,0,0,0.076266184684842,0.43813696357703846,0.04605593738331748,0.040822061616474975,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
2,1,0,0.0705968576771865,0.47132300211950207,0.04359306466104859,0.04355646877934549,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
3,0,0,0.08325632360004609,0.3995806346919484,0.060649513609446815,0.057208823806431275,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
3,1,0,0.08788261239561605,0.3754959365985354,0.05735524826897867,0.057302157938367154,0.965,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
4,0,0,0.07929527607346407,0.42110844772925093,0.04328878477152556,0.04328878477152556,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
4,1,0,0.08545281433833547,0.3880037562328791,0.057562795229996716,0.05712453551729679,0.965,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
5,0,0,0.08757905737658053,0.37704143269273305,0.0589033652113298,0.030364074371543343,0.205,1,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
5,1,0,0.07847757705103203,0.42565694847566526,0.03358872352095138,0.02859766738980357,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
6,0,0,0.08295148783672253,0.40120762466466964,0.034580120940548686,0.03445050463641097,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
6,1,0,0.08543600996770519,0.38809135100347425,0.0268594249245874,-0.0001791729514665774,0.965,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
7,0,0,0.09163192767141348,0.35680781065623957,0.05750176109947816,0.0570160108751403,0.965,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
7,1,0,0.07428441316331427,0.44954297952982514,0.03991258179301416,0.03990921623391111,0.97,0,2026-08-21_15-46-55_coop-cube-staged-r2-s0,15-46-55_coop-cube-staged-r2-s0,4,3999,0
0,0,0,0.20124066609079988,0.06752812156740873,0.057493632702624475,0.03281031636105161,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,2,3999,1
1,0,0,0.20151369178433584,0.06723184386681613,0.030779305513280397,-0.00018412351751798117,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,2,3999,1
2,0,0,0.2038392349307384,0.06475861627531732,0.05632148350323879,0.024340928913718307,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,2,3999,1
3,0,0,0.1567738423287102,0.13662593177242732,0.03082323265555495,-0.00018412351751817546,0.115,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,2,3999,1
4,0,0,0.18815064222464867,0.08330540070659165,0.014556248937608873,-0.00018412351751820322,0.06,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,2,3999,1
5,0,0,0.2159728261708869,0.05321744282862273,0.004955331983806599,-0.0001841235175180922,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,2,3999,1
6,0,0,0.14306972076145807,0.16872534110016624,0.03717466987458548,-0.0001841235175181477,0.105,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,2,3999,1
7,0,0,0.1531926321372688,0.14442218916602256,0.05737540930644444,-0.00018412351751795342,0.145,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,2,3999,1
0,0,0,0.20124081724901355,0.06752795718783622,0.03224037992587503,-0.00018412351751825873,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
0,1,1,0.4498734971379857,0.001107889376241622,0.001389397547977067,-0.00018412351751811995,0.0,0,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
1,0,0,0.20151466936759543,0.06723078528606263,0.031082206201478446,-0.00018412351751806444,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
1,1,1,0.4768994422769694,0.0007062579289613957,0.005569380634695087,-0.00018412351751825873,0.0,0,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
2,0,0,0.20382616850185953,0.06477226375929068,0.05630641089004032,0.04062491828599088,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
2,1,1,0.44542418335418194,0.0011931171471424307,0.031859717983171915,-0.00018412351751803668,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
3,0,0,0.15746847440065573,0.13515958440787235,0.02656668298622855,-0.00018412351751836975,0.11,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
3,1,1,0.45823119760083336,0.0009639014363662657,0.009001366129723493,-0.0001841235175183975,0.0,0,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
4,0,0,0.1873239776213937,0.08441232653584096,0.013169502872389632,-0.0001841235175183975,0.065,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
4,1,1,0.4592076603583985,0.0009483488745245516,0.004901140127200165,-0.00018412351751842526,0.0,0,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
5,0,0,0.2159728630302419,0.0532174110058653,0.008356320567597775,-0.00018412351751795342,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
5,1,1,0.4453413141167143,0.001194765179029389,0.003081336884820346,-0.00018412351751820322,0.0,0,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
6,0,0,0.14308398386251042,0.16868861933040213,0.03688314933023146,-0.00018412351751831424,0.105,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
6,1,1,0.44609199897655966,0.001179918863545626,0.011642437645521503,-0.000238512029482274,0.0,0,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
7,0,0,0.1532998304289211,0.14418297450624495,0.05694104520412657,-0.001180871030281333,0.155,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
7,1,1,0.4412827142712145,0.0012783257166123496,0.02567848165571293,-0.00018412351751842526,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,3,3999,1
0,0,0,0.20124081724901408,0.06752795718783566,0.0575003000834656,0.03271891193877002,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
0,1,0,0.16218886138443284,0.12557574678679995,0.00836781181986962,-0.00018412351751823097,0.1,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
1,0,0,0.20151466936759588,0.06723078528606219,0.031082595910616073,-0.00018412351751825873,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
1,1,0,0.15365892730390487,0.14338430443312977,0.00853524175143841,-0.00018412351751806444,0.065,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
2,0,0,0.20382995836191944,0.06476830508057574,0.05629438203746026,0.035457155066633717,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
2,1,0,0.17194117702488293,0.1077522288912186,0.04656523926817882,-0.00018412351751811995,0.075,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
3,0,0,0.15746847440065634,0.13515958440787101,0.026566682986251755,-0.00018412351751831424,0.11,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
3,1,0,0.15566628898993617,0.13899446096721502,0.03172817820822893,-0.00018412351751836975,0.135,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
4,0,0,0.1873239776213916,0.08441232653584374,0.013169502872389799,-0.00018412351751836975,0.065,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
4,1,0,0.10435751770799591,0.29880578174296957,0.02659330388765213,0.00425923644974735,0.955,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
5,0,0,0.21597286303024182,0.05321741100586541,0.00435216499379279,-0.00018412351751806444,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
5,1,0,0.21210436773406832,0.05666121844376715,0.02525368979509246,-0.0008424403918381729,0.0,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
6,0,0,0.14313121671072088,0.1685670654682746,0.047547099171183604,-0.00018412351751795342,0.1,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
6,1,0,0.15678565544916853,0.1366008718536652,0.004397379148642411,-0.0007806781146879327,0.95,0,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
7,0,0,0.15329983042891512,0.14418297450625828,0.05694104520410709,-0.0011808710302826653,0.155,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
7,1,0,0.15304960634275133,0.1447419233774332,0.0129897021200856,-0.0001841235175180922,0.105,1,2026-08-22_12-58-19_coop-cube-depthswap-s0,12-58-19_coop-cube-depthswap-s0,4,3999,1
0,0,0,0.31549211482604567,0.010355413106486355,0.0019610544963696297,-0.00018472640028449616,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,2,3999,1
1,0,0,0.3084741498578731,0.011632852658831405,0.007198316610931121,-0.001995441380905988,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,2,3999,1
2,0,0,0.31329034298538405,0.010740397216374875,0.0,-0.0019274545793984688,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,2,3999,1
3,0,0,0.3106841823986497,0.011214523858089187,0.0,-0.0018902261230768491,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,2,3999,1
4,0,0,0.3009050082863694,0.013186635288201742,0.0008672143433400004,-0.001995998826515799,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,2,3999,1
5,0,0,0.3141059405909971,0.010596155929056383,0.0009268541598890234,-0.00018412351751806444,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,2,3999,1
6,0,0,0.30816311231386906,0.011692959985711848,0.000644612248421994,-0.00018412351751820322,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,2,3999,1
7,0,0,0.31277963216125704,0.010831710786343152,0.0,-0.0001841235175181477,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,2,3999,1
0,0,0,0.31549205078213066,0.010355424102614474,0.0043586326095958194,-0.00018412351751831424,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
0,1,1,0.5242575644427574,0.0003208171206092736,0.0008068109013280034,-0.00018412351751836975,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
1,0,0,0.3084741091383481,0.01163286050765222,0.007196897441811567,-0.001995459110699316,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
1,1,1,0.5293165337132553,0.00029487987179865893,0.0,-0.0001841235175181477,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
2,0,0,0.31329035680647854,0.010740394755593963,0.0,-0.0019274464949747272,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
2,1,1,0.5317311797471931,0.0002832499644477293,0.0,-0.0001841235175181477,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
3,0,0,0.310684181036892,0.011214524111186397,0.0,-0.001889204552675855,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
3,1,1,0.495261116437962,0.0005201127982024101,0.0,-0.0001841235175181477,0.0,0,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
4,0,0,0.30087046587631494,0.013194179012833818,0.0008671889743010752,-0.0019960009260859557,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
4,1,1,0.52892794815551,0.00029679555273787184,0.0,-0.0001841235175181477,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
5,0,0,0.3141047297416286,0.010596368637388665,0.004838881192509109,-0.00018412351751831424,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
5,1,1,0.5291834360313683,0.00029553463155229664,0.017462265106595376,-0.0001613684818673189,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
6,0,0,0.30816311915395767,0.011692958660490693,0.0006443516590980414,-0.00018412351751806444,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
6,1,1,0.5322140787499562,0.00028097974726559727,0.0,-0.0001841235175181477,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
7,0,0,0.31277964123885993,0.010831709156452485,0.0,-0.0001841235175181477,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
7,1,1,0.4844760914664564,0.00062250080109294,0.0,-0.0001841235175181477,0.0,0,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,3,3999,1
0,0,0,0.3154920507821307,0.010355424102614363,0.027479260392949983,-0.0001837316217140339,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
0,1,0,0.2970621149041626,0.014052721097905785,0.00033318940528867524,-0.0018574015822129808,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
1,0,0,0.30847410913834755,0.01163286050765222,0.007197329577002032,-0.0019954577766745363,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
1,1,0,0.3097232864513172,0.011394538081936911,0.0,-0.0018944876903126129,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
2,0,0,0.31329035680647854,0.010740394755593963,0.0,-0.0019274466990338857,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
2,1,0,0.3131913392867631,0.01075803875598147,0.009181648286213873,-0.00018655841203119028,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
3,0,0,0.310684181036892,0.011214524111186397,0.0,-0.001890220758970218,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
3,1,0,0.31013663863232693,0.011316751226626898,0.0026764499930949093,-0.0019964665187900132,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
4,0,0,0.3008700379046552,0.01319427250454086,0.0008671889743012695,-0.0019960009503531273,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
4,1,0,0.31186242732412484,0.01099764698868455,0.031966402651595144,-0.00018412351751806444,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
5,0,0,0.314104729741629,0.010596368637388665,0.008057862669753002,-0.0001841235175181477,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
5,1,0,0.31086715948498334,0.011180566835156225,0.0,-0.0001841235175181477,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
6,0,0,0.3081631191541415,0.011692958660455055,0.0006421817005452524,-0.00018426366883086964,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
6,1,0,0.30879080857506824,0.011571974601837454,0.00024565635156784116,-0.002108879422166754,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
7,0,0,0.3127796412389814,0.010831709156430724,0.0,-0.0001841235175181477,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
7,1,0,0.3138381110699192,0.01064330877024311,0.0,-0.0020006187029036337,0.0,1,2026-08-22_17-11-35_coop-cube-depthboth-s0,17-11-35_coop-cube-depthboth-s0,4,3999,1
