label,command_vx,command_vy,command_wz,seed,fell,survival_s,lin_vel_err,yaw_rate_err,distance_m,mean_height_m,mean_tilt_rad,pushes_applied,pushes_survived,terrain_difficulty
dr-off-s0,0.3,0.0,0.0,0,True,1.36,0.4869271044929822,0.37821077555418015,0.20270691812038422,-0.0002670180113769488,0.5027488455386254,0,0,0.2
dr-off-s0,0.3,0.0,0.0,1,True,1.48,0.6270674175272385,0.8190508236487707,0.3412920832633972,-0.027682017029441897,0.5038146771450663,0,0,0.2
dr-off-s0,0.3,0.0,0.0,2,True,1.6,0.5724440810581048,0.5595470435917378,0.3628801107406616,-0.022260021898560793,0.3749069489137305,0,0,0.2
dr-off-s0,0.3,0.0,0.0,3,True,1.96,0.41558428993448615,0.4938028382215028,0.31625133752822876,-0.011729871058106925,0.3013921122475178,0,0,0.2
dr-off-s0,0.3,0.0,0.0,4,True,1.72,0.35128438452051747,0.324813613254163,0.34399157762527466,-0.006506498968495393,0.3626944588393924,0,0,0.2
dr-off-s0,0.5,0.0,0.0,0,True,1.2,0.5792691007256507,0.5513033211231232,0.2972772717475891,-0.02605637740125047,0.5453075338353889,0,0,0.2
dr-off-s0,0.5,0.0,0.0,1,True,1.2,0.6219854205846786,0.9463083267211914,0.32332009077072144,-0.01954191338971146,0.5514289729207059,0,0,0.2
dr-off-s0,0.5,0.0,0.0,2,True,1.2,0.8149100184440613,0.8908547930419445,0.320543497800827,-0.03456247335373573,0.5250128606965976,0,0,0.2
dr-off-s0,0.5,0.0,0.0,3,True,1.6,0.8026700407266617,1.0178990039974452,0.5384058356285095,-0.06133022240689465,0.4429233068969679,0,0,0.2
dr-off-s0,0.5,0.0,0.0,4,True,1.56,0.6916568619864327,0.9655102883864727,0.5992333292961121,-0.028773454894966643,0.4278846537294755,0,0,0.2
dr-off-s0,-0.2,0.0,0.0,0,True,1.68,0.505821688210263,0.5520839395330233,0.35647067427635193,0.005033576940505319,0.34802937143271656,0,0,0.2
dr-off-s0,-0.2,0.0,0.0,1,True,2.88,0.39835227003439944,0.3388201994425122,0.4883884787559509,-0.006232296847277127,0.22652154814921946,0,0,0.2
dr-off-s0,-0.2,0.0,0.0,2,True,3.84,0.2598096252956861,0.1587817207672371,0.28916195034980774,-0.0063260992893292576,0.1670856061597881,0,0,0.2
dr-off-s0,-0.2,0.0,0.0,3,True,3.08,0.29863646630054486,0.16599352283083135,0.26032766699790955,-0.005621555425164817,0.2062574784513673,0,0,0.2
dr-off-s0,-0.2,0.0,0.0,4,True,2.84,0.35978864530182403,0.1482061660322158,0.21954981982707977,-0.005834843941399828,0.22825046890260858,0,0,0.2
dr-off-s0,0.0,0.2,0.0,0,True,1.4000000000000001,0.5093837291002273,0.21604192574741318,0.07221242040395737,-0.00273796232332015,0.4256348656786697,0,0,0.2
dr-off-s0,0.0,0.2,0.0,1,True,1.52,0.44090715738443226,0.18012221199639428,0.08410459011793137,0.003099670742006274,0.3569473077937675,0,0,0.2
dr-off-s0,0.0,0.2,0.0,2,True,1.48,0.41768720497687656,0.18430582449461022,0.07413853704929352,0.0008580837661776256,0.35674879973030843,0,0,0.2
dr-off-s0,0.0,0.2,0.0,3,True,1.76,0.35430777817964554,0.14693025221410944,0.0772525891661644,0.0037808658647811642,0.31472393165286044,0,0,0.2
dr-off-s0,0.0,0.2,0.0,4,True,1.6,0.37904970347881317,0.16891641264470916,0.07901585102081299,0.004356737998788623,0.36019291614450094,0,0,0.2
dr-off-s0,0.0,0.0,0.5,0,True,6.04,0.20950482147080557,0.2206911731747881,0.2872384488582611,-0.00793303773369969,0.1096587875231613,0,0,0.2
dr-off-s0,0.0,0.0,0.5,1,True,5.68,0.2080157996656803,0.22653601079797134,0.26425880193710327,-0.009954712515853018,0.11621031084396354,0,0,0.2
dr-off-s0,0.0,0.0,0.5,2,True,5.96,0.20104248300495167,0.21130920117420535,0.30616363883018494,-0.009381654427482152,0.10715697441907811,0,0,0.2
dr-off-s0,0.0,0.0,0.5,3,True,5.92,0.19885680294497227,0.20312408648613023,0.27204036712646484,-0.009451001222077595,0.10875575734181923,0,0,0.2
dr-off-s0,0.0,0.0,0.5,4,True,5.5200000000000005,0.21736818075641595,0.20993548173424417,0.2909654676914215,-0.00715188201832597,0.11871348824588213,0,0,0.2
dr-off-s0,0.3,0.0,0.5,0,True,1.68,0.3341764632393332,0.5486554170356077,0.3337360918521881,-0.009982823881755275,0.36376874956278593,0,0,0.2
dr-off-s0,0.3,0.0,0.5,1,True,2.56,0.43496908476719487,0.5076021611786041,0.6321777701377869,-0.0233921950777658,0.2710531466796571,0,0,0.2
dr-off-s0,0.3,0.0,0.5,2,True,2.12,0.4944238822375025,0.4782314531704677,0.6964006423950195,-0.02842893783598896,0.32863797447607596,0,0,0.2
dr-off-s0,0.3,0.0,0.5,3,True,8.120000000000001,0.2905027229924885,0.23809496856038198,1.298218011856079,-0.018421062536824226,0.1397198229350932,0,0,0.2
dr-off-s0,0.3,0.0,0.5,4,True,6.76,0.3396195098887094,0.2845548400137987,1.3976879119873047,-0.021664844367293278,0.1886553853463577,0,0,0.2
