label,command_vx,command_vy,command_wz,seed,fell,survival_s,lin_vel_err,yaw_rate_err,distance_m,mean_height_m,mean_tilt_rad,pushes_applied,pushes_survived,terrain_difficulty
arms-dr0.0-s1,0.3,0.0,0.0,0,False,10.0,0.305021991547611,0.16533043242059647,2.5224649906158447,-0.044761762247227194,0.06103550748829847,3,3,0.0
arms-dr0.0-s1,0.3,0.0,0.0,1,True,7.12,0.29882926978414354,0.18130807609303423,2.0387351512908936,-0.04516539718645477,0.09964261423240356,2,1,0.0
arms-dr0.0-s1,0.3,0.0,0.0,2,True,3.88,0.2815975117393666,0.20217014316990067,0.7062757015228271,-0.04049253552737205,0.12311504088051119,1,0,0.0
arms-dr0.0-s1,0.3,0.0,0.0,3,False,10.0,0.29996508207586076,0.16731250616230278,2.5421178340911865,-0.04447024208180865,0.0586833726457032,3,3,0.0
arms-dr0.0-s1,0.3,0.0,0.0,4,False,10.0,0.2944059963027636,0.16441539839530986,1.9797779321670532,-0.04311152598605687,0.052656713876321266,3,3,0.0
arms-dr0.0-s1,0.5,0.0,0.0,0,False,10.0,0.2816038165986538,0.21904261476709508,4.379836559295654,-0.0479405419504513,0.08416328219666726,3,3,0.0
arms-dr0.0-s1,0.5,0.0,0.0,1,True,6.84,0.32025934556779795,0.26082193030822665,3.3185083866119385,-0.05502018245801578,0.1200385138583348,2,1,0.0
arms-dr0.0-s1,0.5,0.0,0.0,2,True,3.72,0.29930800840477734,0.22193377962171593,1.2051365375518799,-0.039353327656939996,0.13366549073808145,1,0,0.0
arms-dr0.0-s1,0.5,0.0,0.0,3,True,7.32,0.34063005039491984,0.2375280898288364,3.504929304122925,-0.058391530412316275,0.1080886379386863,2,1,0.0
arms-dr0.0-s1,0.5,0.0,0.0,4,False,10.0,0.2686128302084075,0.21282582218577673,3.8230109214782715,-0.0446134553752913,0.07713542796248145,3,3,0.0
arms-dr0.0-s1,-0.2,0.0,0.0,0,False,10.0,0.30559222077329956,0.11900511611459984,2.3941023349761963,-0.04241779267174961,0.055225764503471414,3,3,0.0
arms-dr0.0-s1,-0.2,0.0,0.0,1,True,7.04,0.3134826754546718,0.1478219417420899,1.2466028928756714,-0.04162591102182521,0.08712200500369388,2,1,0.0
arms-dr0.0-s1,-0.2,0.0,0.0,2,True,4.28,0.3795909254652698,0.25299194522724466,0.8723554015159607,-0.04777964000871618,0.10229124416941576,1,0,0.0
arms-dr0.0-s1,-0.2,0.0,0.0,3,False,10.0,0.3077469928024544,0.11525425718528115,2.640465021133423,-0.042508264614449356,0.058807957314860396,3,3,0.0
arms-dr0.0-s1,-0.2,0.0,0.0,4,False,10.0,0.3100365276469125,0.11394797177564922,3.1737658977508545,-0.04310176990488388,0.05103971044948966,3,3,0.0
arms-dr0.0-s1,0.0,0.2,0.0,0,True,6.8,0.31212249316018204,0.11078324229576914,0.9534921050071716,-0.043810921325709795,0.06655055409717689,2,1,0.0
arms-dr0.0-s1,0.0,0.2,0.0,1,False,10.0,0.30421662307447855,0.08155860545157338,1.0043737888336182,-0.04232010154105953,0.044343478166019676,3,3,0.0
arms-dr0.0-s1,0.0,0.2,0.0,2,True,4.0,0.332086826612552,0.13069479293597397,0.7584125995635986,-0.04844056769039055,0.105421010953212,1,0,0.0
arms-dr0.0-s1,0.0,0.2,0.0,3,False,10.0,0.3017194722592831,0.09429372950457036,1.1640715599060059,-0.04216122844268869,0.04276133370677001,3,3,0.0
arms-dr0.0-s1,0.0,0.2,0.0,4,False,10.0,0.30115009574426543,0.08813994896940938,1.8273218870162964,-0.04183331782870632,0.04737456982866189,3,3,0.0
arms-dr0.0-s1,0.0,0.0,0.5,0,False,10.0,0.28530401546921996,0.13162669768763913,0.16957198083400726,-0.042482435064931504,0.05132202922349658,3,3,0.0
arms-dr0.0-s1,0.0,0.0,0.5,1,True,4.36,0.38561298401050625,0.20262898298512613,0.4960387945175171,-0.04615877034944999,0.10755330985448182,1,0,0.0
arms-dr0.0-s1,0.0,0.0,0.5,2,False,10.0,0.30681786969304087,0.14112394264588754,0.2274814397096634,-0.045225241948754526,0.061581963841288424,3,3,0.0
arms-dr0.0-s1,0.0,0.0,0.5,3,True,4.4,0.37106513023814736,0.1844572102322298,0.36457428336143494,-0.04432017775399875,0.10811453942311418,1,0,0.0
arms-dr0.0-s1,0.0,0.0,0.5,4,True,4.24,0.20349712700318592,0.22489967657954513,0.16322016716003418,-0.038961654266236795,0.1209202767306947,1,0,0.0
arms-dr0.0-s1,0.3,0.0,0.5,0,False,10.0,0.2835397013194031,0.20298581062919563,1.648358941078186,-0.04559388257164855,0.06329585455428577,3,3,0.0
arms-dr0.0-s1,0.3,0.0,0.5,1,True,4.5600000000000005,0.3828857784693161,0.3522857297161199,1.2779181003570557,-0.05048096739025069,0.16147150932894935,1,1,0.0
arms-dr0.0-s1,0.3,0.0,0.5,2,True,3.84,0.3431736954920728,0.22175252707806273,0.936707615852356,-0.060496921467892775,0.13208118045917827,1,0,0.0
arms-dr0.0-s1,0.3,0.0,0.5,3,True,4.4,0.35806912161848126,0.36680963845813974,1.1220767498016357,-0.04792441927097886,0.1507605138459305,1,0,0.0
arms-dr0.0-s1,0.3,0.0,0.5,4,True,3.88,0.2753104030465086,0.32756746956147254,0.705450177192688,-0.042820420359169456,0.1222018450764734,1,0,0.0
