label,command_vx,command_vy,command_wz,seed,fell,survival_s,lin_vel_err,yaw_rate_err,distance_m,mean_height_m,mean_tilt_rad,pushes_applied,pushes_survived,terrain_difficulty
arms-push-s0,0.3,0.0,0.0,0,False,10.0,0.24733226881259018,0.1771701843249947,3.366647720336914,-0.009393520035849581,0.021467061783511238,0,0,0.2
arms-push-s0,0.3,0.0,0.0,1,False,10.0,0.25960833358267943,0.1776387164214005,3.3757483959198,-0.009602785004479504,0.02328526577221865,0,0,0.2
arms-push-s0,0.3,0.0,0.0,2,False,10.0,0.24946411376198133,0.169992826317838,3.4257771968841553,-0.01029661199230193,0.023181805490908956,0,0,0.2
arms-push-s0,0.3,0.0,0.0,3,False,10.0,0.25881483648386266,0.17764335998437472,3.471762180328369,-0.009951766864172578,0.02281831175316932,0,0,0.2
arms-push-s0,0.3,0.0,0.0,4,False,10.0,0.2662255697945754,0.18794645745462427,3.2509679794311523,-0.010742643602709037,0.023037249026634846,0,0,0.2
arms-push-s0,0.5,0.0,0.0,0,False,10.0,0.32282524668508106,0.19971598183270545,4.995349407196045,-0.023259029433943482,0.03451498765551407,0,0,0.2
arms-push-s0,0.5,0.0,0.0,1,False,10.0,0.3222205358909236,0.21107263248517283,5.094361782073975,-0.02498574278325284,0.034361218419933566,0,0,0.2
arms-push-s0,0.5,0.0,0.0,2,False,10.0,0.3315557380703588,0.2077655281903895,4.9923415184021,-0.022998142870760997,0.03448181650698219,0,0,0.2
arms-push-s0,0.5,0.0,0.0,3,False,10.0,0.33292033689717454,0.19515133168082685,5.0344977378845215,-0.024622152151212634,0.03133043022494379,0,0,0.2
arms-push-s0,0.5,0.0,0.0,4,False,10.0,0.31627102382895017,0.19923235272626497,4.918208122253418,-0.021747195673936296,0.032419415392629596,0,0,0.2
arms-push-s0,-0.2,0.0,0.0,0,False,10.0,0.29836056446863546,0.15094653996173293,2.8692524433135986,0.0023861113051684463,0.12353332133836079,0,0,0.2
arms-push-s0,-0.2,0.0,0.0,1,False,10.0,0.19982259359624652,0.023610091894323785,0.04025959596037865,-0.006163978215545095,0.08968797361955232,0,0,0.2
arms-push-s0,-0.2,0.0,0.0,2,False,10.0,0.3087876809636752,0.1499566816836725,2.858947277069092,-0.0014462169898057067,0.12372102832477389,0,0,0.2
arms-push-s0,-0.2,0.0,0.0,3,False,10.0,0.27986167253719435,0.15897346026936754,2.650545835494995,0.003143855023483163,0.12130088756696769,0,0,0.2
arms-push-s0,-0.2,0.0,0.0,4,False,10.0,0.19998881505595315,0.018427411466836928,0.04821063578128815,-0.005672500052731048,0.08741625265958355,0,0,0.2
arms-push-s0,0.0,0.2,0.0,0,False,10.0,0.2583652942793237,0.12514939443466977,1.0607483386993408,-0.01417950311103388,0.0638712478220537,0,0,0.2
arms-push-s0,0.0,0.2,0.0,1,False,10.0,0.19835782527923584,0.006931331295749664,0.01642971858382225,-0.00714130412387554,0.06366622653084753,0,0,0.2
arms-push-s0,0.0,0.2,0.0,2,False,10.0,0.2517855889846881,0.08958935698636601,0.971824586391449,-0.014552156854573044,0.06308253908494635,0,0,0.2
arms-push-s0,0.0,0.2,0.0,3,False,10.0,0.20036171793937682,0.004445690228357206,0.022283174097537994,-0.006544050421986448,0.06564641115562325,0,0,0.2
arms-push-s0,0.0,0.2,0.0,4,False,10.0,0.25931088709168965,0.1409730266211813,1.0381274223327637,-0.013067041616882128,0.06206941583115424,0,0,0.2
arms-push-s0,0.0,0.0,0.5,0,False,10.0,0.0031330130642486945,0.5032805795362097,0.014315766282379627,-0.007732008472627196,0.07519823909159506,0,0,0.2
arms-push-s0,0.0,0.0,0.5,1,False,10.0,0.0019384398249935153,0.49377337105313523,0.021108409389853477,-0.008224406829167205,0.07299634736309331,0,0,0.2
arms-push-s0,0.0,0.0,0.5,2,False,10.0,0.0040426802071872065,0.48510500003105134,0.02825542911887169,-0.008926378147167699,0.07188977441285904,0,0,0.2
arms-push-s0,0.0,0.0,0.5,3,False,10.0,0.0070064457780972585,0.48567280081810166,0.026734909042716026,-0.008500031964982344,0.07415040415226182,0,0,0.2
arms-push-s0,0.0,0.0,0.5,4,False,10.0,0.004710079512183761,0.49349245977925116,0.03433825075626373,-0.007600547572235946,0.07546289046294131,0,0,0.2
arms-push-s0,0.3,0.0,0.5,0,False,10.0,0.266537701052924,0.19052807505759928,0.25383833050727844,-0.014944189220817325,0.022688551907435534,0,0,0.2
arms-push-s0,0.3,0.0,0.5,1,False,10.0,0.2550862882596751,0.1936520692975157,0.251035213470459,-0.015576392945180813,0.02283445959229506,0,0,0.2
arms-push-s0,0.3,0.0,0.5,2,False,10.0,0.2636039912535085,0.2036156655020184,0.1580718606710434,-0.014670542448964837,0.023576065714209622,0,0,0.2
arms-push-s0,0.3,0.0,0.5,3,False,10.0,0.250106374008788,0.20159286970893542,0.32415831089019775,-0.014635286208854438,0.02402729273010044,0,0,0.2
arms-push-s0,0.3,0.0,0.5,4,False,10.0,0.25989006373617385,0.20169994069470298,0.1729211062192917,-0.014731669463806328,0.023987312551338895,0,0,0.2
